,Country,Year,Suicides number,Life expectancy,Adult Mortality,Infant deaths,Alcohol,Under-five deaths,HIV/AIDS,GDP,Population,Income composition of resources,Schooling
405,El Salvador,1970-01-01 00:00:00.000002009,506.0,71.4,23.0,2,2.55,2,0.3,3366.482133,6137276.0,0.662,12.8
406,El Salvador,1970-01-01 00:00:00.000002010,399.0,72.0,191.0,2,2.36,2,0.3,3474.392445,6164626.0,0.662,12.9
407,El Salvador,1970-01-01 00:00:00.000002011,485.0,72.0,197.0,2,2.37,2,0.3,3736.58713,619256.0,0.666,13.0
408,El Salvador,1970-01-01 00:00:00.000002012,512.0,73.0,181.0,2,2.48,2,0.3,3827.786267,6221246.0,0.67,13.2
409,El Salvador,1970-01-01 00:00:00.000002013,484.0,73.0,184.0,2,2.42,2,0.2,3895.664491,625777.0,0.675,13.2
410,El Salvador,1970-01-01 00:00:00.000002014,386.0,73.3,181.0,2,2.52,2,0.2,3988.771871,6281189.0,0.676,13.2
411,Estonia,1970-01-01 00:00:00.000002000,377.0,78.0,218.0,0,0.01,0,0.1,47.32827,1396985.0,0.764,14.4
412,Estonia,1970-01-01 00:00:00.000002001,401.0,78.0,225.0,0,0.01,0,0.1,4498.95727,1388115.0,0.781,15.0
413,Estonia,1970-01-01 00:00:00.000002002,371.0,71.2,211.0,0,11.48,0,0.1,538.347781,137935.0,0.791,15.4
414,Estonia,1970-01-01 00:00:00.000002003,342.0,71.9,199.0,0,11.64,0,0.1,7174.237415,13772.0,0.798,15.6
415,Estonia,1970-01-01 00:00:00.000002004,323.0,72.3,195.0,0,15.07,0,0.1,885.465115,136255.0,0.805,15.7
416,Estonia,1970-01-01 00:00:00.000002005,273.0,72.8,189.0,0,15.52,0,0.1,1338.31322,1354775.0,0.812,15.9
417,Estonia,1970-01-01 00:00:00.000002006,247.0,73.0,188.0,0,16.58,0,0.1,12595.4165,134681.0,0.822,16.1
418,Estonia,1970-01-01 00:00:00.000002007,251.0,73.0,189.0,0,17.87,0,0.1,16586.452,13468.0,0.829,16.1
419,Estonia,1970-01-01 00:00:00.000002008,242.0,74.2,167.0,0,16.99,0,0.1,1894.5485,13379.0,0.835,16.1
420,Estonia,1970-01-01 00:00:00.000002009,269.0,74.9,156.0,0,15.04,0,0.1,14726.31828,1334515.0,0.836,16.1
421,Estonia,1970-01-01 00:00:00.000002010,223.0,75.6,137.0,0,14.97,0,0.1,14638.6482,1331475.0,0.833,16.2
422,Estonia,1970-01-01 00:00:00.000002011,218.0,76.1,138.0,0,0.01,0,0.1,17454.84342,1327439.0,0.838,16.4
423,Estonia,1970-01-01 00:00:00.000002012,237.0,76.3,135.0,0,0.01,0,0.1,17421.8922,1322696.0,0.85,16.5
424,Estonia,1970-01-01 00:00:00.000002013,218.0,76.9,127.0,0,0.01,0,0.1,1929.7746,1317997.0,0.856,16.5
425,Estonia,1970-01-01 00:00:00.000002014,241.0,77.3,122.0,0,0.01,0,0.1,19941.45532,1314545.0,0.86,16.5
426,Estonia,1970-01-01 00:00:00.000002015,195.0,77.6,119.0,0,0.01,0,0.1,1774.9291,131547.0,0.863,16.5
427,Fiji,1970-01-01 00:00:00.000002001,36.0,67.8,221.0,0,1.93,0,0.1,238.891729,814218.0,0.683,13.2
428,Fiji,1970-01-01 00:00:00.000002002,42.0,67.9,22.0,0,1.85,0,0.1,2259.55796,815691.0,0.687,13.3
429,Fiji,1970-01-01 00:00:00.000002003,10.0,68.0,22.0,0,1.76,0,0.1,2835.973972,816628.0,0.689,13.3
430,Fiji,1970-01-01 00:00:00.000002004,24.0,68.1,218.0,0,1.63,0,0.1,3332.918533,818354.0,0.691,13.4
431,Fiji,1970-01-01 00:00:00.000002005,22.0,68.3,214.0,0,2.02,0,0.1,3658.63832,821817.0,0.699,13.9
432,Fiji,1970-01-01 00:00:00.000002006,24.0,68.5,211.0,0,2.06,0,0.1,3749.939813,827411.0,0.695,14.0
433,Fiji,1970-01-01 00:00:00.000002007,13.0,68.6,29.0,0,2.09,0,0.1,478.82327,834812.0,0.698,14.2
434,Fiji,1970-01-01 00:00:00.000002008,37.0,68.7,26.0,0,1.95,0,0.1,4177.657789,84334.0,0.7,14.3
435,Fiji,1970-01-01 00:00:00.000002009,26.0,68.9,23.0,0,2.31,0,0.1,3369.48247,851967.0,0.704,14.5
436,Fiji,1970-01-01 00:00:00.000002011,38.0,69.2,197.0,0,0.01,0,0.1,4353.121392,86786.0,0.709,14.7
437,Fiji,1970-01-01 00:00:00.000002012,32.0,69.4,195.0,0,0.01,0,0.1,4546.73854,873596.0,0.714,14.9
438,Finland,1970-01-01 00:00:00.000002000,1165.0,77.5,15.0,0,8.59,0,0.1,24253.2542,517629.0,0.847,17.3
439,Finland,1970-01-01 00:00:00.000002001,1204.0,78.0,1.0,0,8.94,0,0.1,24913.24452,51888.0,0.856,17.7
440,Finland,1970-01-01 00:00:00.000002002,1095.0,78.1,98.0,0,9.25,0,0.1,26834.2625,52598.0,0.863,18.0
441,Finland,1970-01-01 00:00:00.000002003,1075.0,78.4,98.0,0,9.31,0,0.1,32816.1688,521314.0,0.866,18.1
442,Finland,1970-01-01 00:00:00.000002004,1064.0,78.7,12.0,0,9.89,0,0.1,37636.11173,5228172.0,0.869,18.3
443,Finland,1970-01-01 00:00:00.000002005,994.0,78.9,11.0,0,9.95,0,0.1,38969.17163,524696.0,0.864,17.1
444,Finland,1970-01-01 00:00:00.000002006,1062.0,79.2,96.0,0,10.15,0,0.1,4112.67651,5266268.0,0.869,17.2
445,Finland,1970-01-01 00:00:00.000002007,995.0,79.3,96.0,0,10.45,0,0.1,48288.5491,528872.0,0.873,17.2
446,Finland,1970-01-01 00:00:00.000002008,1033.0,79.6,94.0,0,10.26,0,0.1,5341.31487,5313399.0,0.876,17.1
447,Finland,1970-01-01 00:00:00.000002009,1034.0,79.7,91.0,0,9.96,0,0.1,4717.15571,5338871.0,0.878,17.0
448,Finland,1970-01-01 00:00:00.000002010,954.0,79.9,89.0,0,9.72,0,0.1,4622.41516,5363352.0,0.874,16.8
449,Finland,1970-01-01 00:00:00.000002011,912.0,83.0,86.0,0,9.81,0,0.1,579.72415,5388272.0,0.878,16.9
450,Finland,1970-01-01 00:00:00.000002012,873.0,84.0,82.0,0,9.24,0,0.1,47415.55987,5413971.0,0.884,17.0
451,Finland,1970-01-01 00:00:00.000002013,887.0,87.0,79.0,0,8.97,0,0.1,49638.7713,5438972.0,0.887,17.0
452,Finland,1970-01-01 00:00:00.000002014,789.0,89.0,78.0,0,8.8,0,0.1,49914.61864,5461512.0,0.89,17.0
453,Finland,1970-01-01 00:00:00.000002015,731.0,81.1,76.0,0,8.8,0,0.1,4245.39744,5479531.0,0.893,17.0
454,France,1970-01-01 00:00:00.000002000,10849.0,78.8,13.0,3,13.63,4,0.1,22465.64184,6912498.0,0.844,15.7
455,France,1970-01-01 00:00:00.000002001,10449.0,79.0,13.0,3,13.89,4,0.1,22527.31775,61357431.0,0.849,15.6
456,France,1970-01-01 00:00:00.000002002,10643.0,79.2,11.0,3,13.78,4,0.1,24275.2426,6185267.0,0.851,15.5
457,France,1970-01-01 00:00:00.000002003,10871.0,79.3,99.0,3,13.49,4,0.1,29691.18158,62244884.0,0.852,15.4
458,France,1970-01-01 00:00:00.000002004,10804.0,82.0,94.0,3,13.18,4,0.1,33874.74255,6274897.0,0.857,15.5
459,France,1970-01-01 00:00:00.000002005,10713.0,81.0,93.0,3,12.2,4,0.1,34879.72633,63179356.0,0.86,15.5
460,France,1970-01-01 00:00:00.000002006,10423.0,86.0,92.0,3,12.4,4,0.1,36544.5853,63621376.0,0.87,16.1
461,France,1970-01-01 00:00:00.000002007,10127.0,89.0,89.0,3,12.2,3,0.1,416.58397,6416229.0,0.873,16.1
462,France,1970-01-01 00:00:00.000002008,10353.0,89.0,88.0,3,11.9,3,0.1,45413.6571,6437499.0,0.877,16.1
463,France,1970-01-01 00:00:00.000002009,10499.0,81.1,88.0,3,11.8,3,0.1,41631.13141,647744.0,0.879,16.0
464,France,1970-01-01 00:00:00.000002010,10379.0,81.3,86.0,3,11.7,3,0.1,473.34279,6527512.0,0.879,16.0
465,France,1970-01-01 00:00:00.000002011,10408.0,81.7,83.0,3,11.8,3,0.1,4381.288,65342776.0,0.882,16.1
466,France,1970-01-01 00:00:00.000002012,9743.0,81.5,83.0,3,11.5,3,0.1,4838.2444,6565979.0,0.885,16.1
467,France,1970-01-01 00:00:00.000002013,9600.0,82.0,81.0,3,11.1,3,0.1,42554.1225,6599857.0,0.887,16.2
468,France,1970-01-01 00:00:00.000002014,8881.0,82.2,79.0,3,11.5,3,0.1,42955.24287,66331957.0,0.89,16.2
469,Georgia,1970-01-01 00:00:00.000002000,130.0,71.8,129.0,2,3.28,2,0.1,691.997711,44183.0,0.0,11.4
470,Georgia,1970-01-01 00:00:00.000002001,100.0,73.0,121.0,2,2.76,2,0.1,733.974142,43864.0,0.673,11.7
471,Georgia,1970-01-01 00:00:00.000002004,175.0,72.3,134.0,1,3.74,1,0.1,127.367228,4245.0,0.694,12.0
472,Georgia,1970-01-01 00:00:00.000002005,87.0,73.9,128.0,1,4.7,1,0.1,153.57521,419.0,0.703,12.2
473,Georgia,1970-01-01 00:00:00.000002006,72.0,73.9,126.0,1,6.18,1,0.1,1872.68416,4136.0,0.714,12.6
474,Georgia,1970-01-01 00:00:00.000002007,104.0,74.4,12.0,1,8.65,1,0.1,2492.12878,482.0,0.722,12.5
475,Georgia,1970-01-01 00:00:00.000002009,188.0,73.2,133.0,1,6.66,1,0.1,276.588512,3978.0,0.734,12.8
476,Georgia,1970-01-01 00:00:00.000002010,112.0,73.8,132.0,1,7.24,1,0.1,2964.47734,3926.0,0.738,13.3
477,Georgia,1970-01-01 00:00:00.000002011,99.0,73.9,127.0,1,8.14,1,0.1,3725.63221,3875.0,0.742,13.3
478,Georgia,1970-01-01 00:00:00.000002012,104.0,74.2,13.0,1,7.71,1,0.1,4142.869175,3825.0,0.749,13.4
479,Georgia,1970-01-01 00:00:00.000002013,157.0,74.5,128.0,1,5.91,1,0.1,4274.376857,3776.0,0.755,13.5
480,Georgia,1970-01-01 00:00:00.000002014,194.0,74.5,125.0,1,6.13,1,0.1,4429.6575,3727.0,0.759,13.5
481,Georgia,1970-01-01 00:00:00.000002015,192.0,74.4,129.0,1,6.13,1,0.1,3764.64912,37171.0,0.768,13.9
482,Germany,1970-01-01 00:00:00.000002000,11073.0,78.0,95.0,3,12.91,4,0.1,23718.7467,8221158.0,0.855,16.2
483,Germany,1970-01-01 00:00:00.000002001,11167.0,78.3,92.0,3,12.46,4,0.1,23687.31689,82349925.0,0.86,16.2
484,Germany,1970-01-01 00:00:00.000002002,11176.0,78.4,91.0,3,12.25,4,0.1,2525.16445,82488495.0,0.867,16.3
485,Germany,1970-01-01 00:00:00.000002003,11155.0,78.5,9.0,3,11.92,4,0.1,3359.95215,82534176.0,0.872,16.3
486,Germany,1970-01-01 00:00:00.000002004,10741.0,79.1,86.0,3,11.83,3,0.1,34165.9343,8251626.0,0.877,16.4
487,Germany,1970-01-01 00:00:00.000002005,10270.0,79.2,85.0,3,11.67,3,0.1,34696.6292,82469422.0,0.884,16.4
488,Germany,1970-01-01 00:00:00.000002006,9775.0,79.6,84.0,3,11.76,3,0.1,36447.87232,82376451.0,0.892,16.5
489,Germany,1970-01-01 00:00:00.000002007,9409.0,79.8,82.0,3,11.5,3,0.1,41814.8191,82266372.0,0.898,16.6
490,Germany,1970-01-01 00:00:00.000002008,9459.0,79.9,8.0,2,11.36,3,0.1,45699.19832,821197.0,0.903,16.6
491,Germany,1970-01-01 00:00:00.000002009,9579.0,80.0,79.0,2,11.22,3,0.1,41732.7725,819237.0,0.906,16.7
492,Germany,1970-01-01 00:00:00.000002010,10030.0,81.0,76.0,2,11.2,3,0.1,41785.55691,8177693.0,0.907,16.7
493,Germany,1970-01-01 00:00:00.000002011,10153.0,85.0,74.0,2,11.2,3,0.1,4681.32796,8274983.0,0.912,16.8
494,Germany,1970-01-01 00:00:00.000002012,9896.0,86.0,71.0,2,11.18,3,0.1,4465.24891,8425823.0,0.916,16.9
495,Germany,1970-01-01 00:00:00.000002013,10091.0,86.0,71.0,2,10.94,3,0.1,4653.91143,864565.0,0.919,16.9
496,Germany,1970-01-01 00:00:00.000002014,10217.0,89.0,69.0,2,11.03,3,0.1,4792.65288,89825.0,0.92,17.0
497,Germany,1970-01-01 00:00:00.000002015,10088.0,81.0,68.0,2,11.03,3,0.1,41176.88158,81686611.0,0.924,17.1
498,Greece,1970-01-01 00:00:00.000002000,382.0,78.2,84.0,1,8.48,1,0.1,1242.95373,18588.0,0.794,13.9
499,Greece,1970-01-01 00:00:00.000002001,334.0,78.7,83.0,1,8.62,1,0.1,12538.17883,1862132.0,0.801,14.2
500,Greece,1970-01-01 00:00:00.000002002,323.0,79.0,81.0,1,8.09,1,0.1,1411.31339,19222.0,0.811,14.6
501,Greece,1970-01-01 00:00:00.000002003,375.0,79.1,81.0,0,9.46,1,0.1,18477.57841,19287.0,0.823,15.2
502,Greece,1970-01-01 00:00:00.000002004,353.0,79.2,81.0,0,9.56,1,0.1,21955.149,1955141.0,0.83,15.3
503,Greece,1970-01-01 00:00:00.000002005,400.0,79.3,81.0,0,9.95,1,0.1,22551.73574,1987314.0,0.839,15.6
504,Greece,1970-01-01 00:00:00.000002006,394.0,79.7,77.0,0,9.42,1,0.1,2481.15781,112362.0,0.85,16.3
505,Greece,1970-01-01 00:00:00.000002007,328.0,79.4,8.0,0,9.67,0,0.1,28827.32636,1148473.0,0.855,16.4
506,Greece,1970-01-01 00:00:00.000002008,373.0,79.9,77.0,0,9.51,0,0.1,31997.2821,1177841.0,0.853,15.9
507,Greece,1970-01-01 00:00:00.000002009,391.0,80.0,78.0,0,9.08,0,0.1,2971.973,111717.0,0.857,16.2
508,Greece,1970-01-01 00:00:00.000002010,377.0,83.0,76.0,0,9.0,0,0.1,26917.75898,11121341.0,0.859,16.4
509,Greece,1970-01-01 00:00:00.000002011,477.0,85.0,76.0,0,8.02,0,0.1,25916.29353,1114899.0,0.86,16.7
510,Greece,1970-01-01 00:00:00.000002012,508.0,84.0,76.0,0,8.2,0,0.1,22242.68193,114511.0,0.858,16.8
511,Greece,1970-01-01 00:00:00.000002013,533.0,86.0,74.0,0,7.46,0,0.1,21874.8195,1965211.0,0.86,17.1
512,Greece,1970-01-01 00:00:00.000002014,565.0,88.0,73.0,0,7.53,0,0.1,21673.7817,1892413.0,0.862,17.2
513,Greece,1970-01-01 00:00:00.000002015,529.0,81.0,72.0,0,7.53,0,0.1,187.78991,182883.0,0.865,17.2
514,Grenada,1970-01-01 00:00:00.000002001,0.0,77.0,178.0,0,9.61,0,0.1,519.958715,91415.0,0.0,14.3
515,Grenada,1970-01-01 00:00:00.000002002,0.0,79.0,176.0,0,10.71,0,0.1,5292.232379,91908.0,0.0,14.4
516,Grenada,1970-01-01 00:00:00.000002003,4.0,71.1,173.0,0,9.75,0,0.1,5773.73577,92567.0,0.0,14.6
517,Grenada,1970-01-01 00:00:00.000002004,1.0,73.0,187.0,0,8.43,0,0.1,5836.17763,93202.0,0.0,14.8
518,Grenada,1970-01-01 00:00:00.000002005,6.0,71.5,169.0,0,8.8,0,0.1,6754.512393,93685.0,0.0,14.9
519,Grenada,1970-01-01 00:00:00.000002006,1.0,71.7,167.0,0,9.06,0,0.1,6764.722867,94126.0,0.0,15.1
520,Grenada,1970-01-01 00:00:00.000002007,3.0,71.9,164.0,0,9.06,0,0.1,7322.596862,94418.0,0.0,15.3
521,Grenada,1970-01-01 00:00:00.000002008,0.0,72.1,162.0,0,8.92,0,0.1,7946.944346,94585.0,0.0,15.4
522,Grenada,1970-01-01 00:00:00.000002009,0.0,72.4,158.0,0,8.42,0,0.1,7395.88125,94746.0,0.0,15.6
523,Grenada,1970-01-01 00:00:00.000002010,0.0,72.6,154.0,0,7.91,0,0.1,7365.666659,94980.0,0.0,15.8
524,Grenada,1970-01-01 00:00:00.000002011,1.0,72.9,15.0,0,7.84,0,0.1,741.48438,95102.0,0.741,15.8
525,Grenada,1970-01-01 00:00:00.000002012,2.0,73.1,146.0,0,8.07,0,0.1,7583.1872,95426.0,0.744,15.8
526,Grenada,1970-01-01 00:00:00.000002013,0.0,73.3,144.0,0,8.25,0,0.1,7955.615985,95876.0,0.746,15.8
527,Grenada,1970-01-01 00:00:00.000002014,0.0,73.5,143.0,0,8.42,0,0.1,8569.776998,96393.0,0.749,15.8
528,Grenada,1970-01-01 00:00:00.000002015,0.0,73.6,142.0,0,8.42,0,0.1,9212.192824,96892.0,0.751,15.8
529,Guatemala,1970-01-01 00:00:00.000002000,182.0,67.7,221.0,17,2.63,21,0.2,1655.596261,1165743.0,0.539,8.2
530,Guatemala,1970-01-01 00:00:00.000002001,202.0,68.4,211.0,16,2.53,20,0.3,1568.376276,11924946.0,0.546,8.5
531,Guatemala,1970-01-01 00:00:00.000002002,258.0,69.3,21.0,16,2.41,20,0.3,171.771491,1228848.0,0.553,8.8
532,Guatemala,1970-01-01 00:00:00.000002003,253.0,69.4,24.0,15,2.45,19,0.4,1753.349471,125478.0,0.56,9.0
533,Guatemala,1970-01-01 00:00:00.000002004,250.0,69.6,21.0,15,2.4,18,0.4,1872.73783,12796925.0,0.564,9.3
534,Guatemala,1970-01-01 00:00:00.000002005,238.0,69.2,28.0,14,2.35,18,0.4,277.83438,139628.0,0.567,9.6
535,Guatemala,1970-01-01 00:00:00.000002006,298.0,69.7,24.0,14,2.38,17,0.4,2256.56724,133978.0,0.57,9.8
536,Guatemala,1970-01-01 00:00:00.000002007,327.0,75.0,192.0,13,2.4,16,0.4,2489.955836,137286.0,0.578,10.1
537,Guatemala,1970-01-01 00:00:00.000002008,492.0,79.0,19.0,13,2.21,15,0.4,2794.22189,146366.0,0.589,10.4
538,Guatemala,1970-01-01 00:00:00.000002009,511.0,76.0,198.0,12,2.14,15,0.4,2635.753474,1431628.0,0.596,10.4
539,Guatemala,1970-01-01 00:00:00.000002010,352.0,77.0,196.0,12,2.14,14,0.4,2825.5247,1463417.0,0.602,10.5
540,Guatemala,1970-01-01 00:00:00.000002011,359.0,71.1,193.0,11,2.16,14,0.4,3187.845296,14948919.0,0.609,10.5
541,Guatemala,1970-01-01 00:00:00.000002012,420.0,71.3,189.0,11,2.02,13,0.4,3299.65139,1527156.0,0.616,10.6
542,Guatemala,1970-01-01 00:00:00.000002013,455.0,71.4,189.0,11,1.93,13,0.4,3452.828934,15596214.0,0.611,10.7
543,Guatemala,1970-01-01 00:00:00.000002014,512.0,71.7,187.0,10,1.88,13,0.4,3687.763767,15923559.0,0.614,10.7
544,Guatemala,1970-01-01 00:00:00.000002015,494.0,71.9,186.0,10,1.88,12,0.4,3923.573344,16252429.0,0.637,10.7
545,Guyana,1970-01-01 00:00:00.000002001,197.0,65.4,247.0,1,6.71,1,1.7,925.582546,752263.0,0.606,10.9
546,Guyana,1970-01-01 00:00:00.000002002,176.0,65.3,244.0,1,7.73,1,2.3,96.8674827,751884.0,0.609,11.0
547,Guyana,1970-01-01 00:00:00.000002003,198.0,65.3,237.0,1,7.93,1,2.1,986.7958173,751857.0,0.611,11.1
548,Guyana,1970-01-01 00:00:00.000002004,186.0,65.1,237.0,1,7.84,1,1.9,145.58861,751652.0,0.613,11.2
549,Guyana,1970-01-01 00:00:00.000002005,169.0,65.0,238.0,1,7.35,1,1.8,198.455216,75946.0,0.619,11.4
550,Guyana,1970-01-01 00:00:00.000002006,201.0,65.2,24.0,1,7.04,1,1.1,1945.6395,74961.0,0.622,11.7
551,Guyana,1970-01-01 00:00:00.000002007,185.0,65.7,232.0,1,7.2,1,1.9,2327.58324,747869.0,0.62,11.2
552,Guyana,1970-01-01 00:00:00.000002008,168.0,66.3,218.0,1,7.32,1,0.8,2576.124957,746314.0,0.618,10.7
553,Guyana,1970-01-01 00:00:00.000002009,156.0,66.1,218.0,0,7.49,1,0.3,2716.35256,745693.0,0.618,10.5
554,Guyana,1970-01-01 00:00:00.000002010,205.0,65.9,221.0,0,7.52,1,0.4,326.281212,746556.0,0.618,10.2
555,Guyana,1970-01-01 00:00:00.000002011,192.0,65.6,229.0,0,7.56,1,0.4,3439.597513,7491.0,0.624,10.3
556,Guyana,1970-01-01 00:00:00.000002012,206.0,65.8,22.0,0,7.57,1,0.3,3785.935665,75391.0,0.63,10.6
557,Guyana,1970-01-01 00:00:00.000002013,210.0,65.9,218.0,0,7.56,1,0.3,3944.178173,75881.0,0.633,10.3
558,Haiti,1970-01-01 00:00:00.000002001,16.0,58.9,35.0,19,6.22,27,5.0,413.7383164,8692567.0,0.443,7.9
559,Haiti,1970-01-01 00:00:00.000002002,4.0,59.3,33.0,19,6.1,26,4.8,393.16327,8834733.0,0.444,8.0
560,Haiti,1970-01-01 00:00:00.000002003,1.0,59.7,3.0,18,6.64,25,4.6,329.782946,8976552.0,0.447,8.1
561,Haiti,1970-01-01 00:00:00.000002004,1.0,58.7,32.0,18,6.1,24,4.3,387.9429725,9119178.0,0.45,8.1
562,Honduras,1970-01-01 00:00:00.000002008,37.0,73.2,159.0,4,3.14,5,0.6,1751.595857,7872658.0,0.597,11.1
563,Honduras,1970-01-01 00:00:00.000002009,92.0,73.4,157.0,4,3.08,5,0.5,1815.489496,83521.0,0.603,11.3
564,Honduras,1970-01-01 00:00:00.000002010,111.0,73.6,156.0,4,3.1,5,0.4,1932.85829,8194778.0,0.606,11.5
565,Honduras,1970-01-01 00:00:00.000002011,112.0,73.9,153.0,4,3.1,5,0.4,212.584798,83516.0,0.611,11.7
566,Honduras,1970-01-01 00:00:00.000002012,111.0,74.1,151.0,4,3.11,4,0.4,2178.38325,855646.0,0.614,11.6
567,Honduras,1970-01-01 00:00:00.000002013,94.0,74.3,15.0,4,3.11,4,0.4,2136.77395,8657785.0,0.614,11.6
568,Hungary,1970-01-01 00:00:00.000002000,3269.0,71.7,193.0,1,12.22,1,0.1,4623.46712,121971.0,0.761,13.9
569,Hungary,1970-01-01 00:00:00.000002001,2978.0,72.3,185.0,1,13.18,1,0.1,527.85364,1187576.0,0.769,14.2
570,Hungary,1970-01-01 00:00:00.000002002,2839.0,72.5,184.0,1,13.29,1,0.1,665.6443,115868.0,0.775,14.6
571,Hungary,1970-01-01 00:00:00.000002003,2800.0,72.5,184.0,1,13.24,1,0.1,8396.25323,1129552.0,0.784,14.9
572,Hungary,1970-01-01 00:00:00.000002004,2742.0,72.9,18.0,1,13.28,1,0.1,1259.5266,117146.0,0.793,15.3
573,Hungary,1970-01-01 00:00:00.000002005,2619.0,72.9,182.0,1,12.94,1,0.1,11161.72441,18765.0,0.795,15.0
574,Hungary,1970-01-01 00:00:00.000002006,2461.0,73.4,177.0,1,13.16,1,0.1,11398.76584,17137.0,0.802,15.2
575,Hungary,1970-01-01 00:00:00.000002007,2450.0,73.5,176.0,1,12.55,1,0.1,13842.6549,15578.0,0.809,15.3
576,Hungary,1970-01-01 00:00:00.000002008,2476.0,74.1,165.0,1,11.64,1,0.1,15669.25929,138188.0,0.812,15.3
577,Hungary,1970-01-01 00:00:00.000002009,2460.0,74.2,162.0,0,11.46,1,0.1,12967.16543,12265.0,0.816,15.3
578,Hungary,1970-01-01 00:00:00.000002010,2489.0,74.5,156.0,0,10.78,1,0.1,1325.53379,123.0,0.817,15.3
579,Hungary,1970-01-01 00:00:00.000002011,2420.0,74.8,15.0,0,11.51,1,0.1,1448.87958,9971727.0,0.821,15.4
580,Hungary,1970-01-01 00:00:00.000002012,2349.0,75.0,146.0,0,11.27,1,0.1,12834.32349,992362.0,0.823,15.4
581,Hungary,1970-01-01 00:00:00.000002013,2092.0,75.5,139.0,0,10.88,1,0.1,13613.6147,989382.0,0.824,15.4
582,Hungary,1970-01-01 00:00:00.000002014,1925.0,75.6,137.0,0,0.01,0,0.1,14117.97668,9866468.0,0.834,15.8
583,Hungary,1970-01-01 00:00:00.000002015,1868.0,75.8,134.0,0,0.01,0,0.1,12365.6263,984328.0,0.834,15.6
584,Iceland,1970-01-01 00:00:00.000002000,50.0,79.7,74.0,0,6.17,0,0.1,31813.37344,28125.0,0.847,16.8
585,Iceland,1970-01-01 00:00:00.000002001,36.0,80.0,72.0,0,6.37,0,0.1,28585.9254,284968.0,0.854,17.1
586,Iceland,1970-01-01 00:00:00.000002002,30.0,84.0,7.0,0,6.61,0,0.1,31996.2172,287523.0,0.859,17.2
587,Iceland,1970-01-01 00:00:00.000002003,26.0,87.0,65.0,0,6.61,0,0.1,3944.999,289521.0,0.866,17.6
588,Iceland,1970-01-01 00:00:00.000002004,35.0,88.0,65.0,0,6.79,0,0.1,46917.27216,29274.0,0.873,18.3
589,Iceland,1970-01-01 00:00:00.000002005,33.0,81.0,62.0,0,7.05,0,0.1,56249.7555,296734.0,0.879,17.9
590,Iceland,1970-01-01 00:00:00.000002006,32.0,81.1,61.0,0,7.2,0,0.1,5613.54115,33782.0,0.884,18.1
591,Iceland,1970-01-01 00:00:00.000002007,37.0,81.3,59.0,0,7.53,0,0.1,68348.31817,311566.0,0.887,18.2
592,Iceland,1970-01-01 00:00:00.000002008,38.0,81.4,58.0,0,8.49,0,0.1,55575.29196,317414.0,0.892,18.2
593,Iceland,1970-01-01 00:00:00.000002009,36.0,81.6,55.0,0,10.22,0,0.1,4461.89251,318499.0,0.894,18.4
594,Iceland,1970-01-01 00:00:00.000002010,46.0,81.8,53.0,0,8.25,0,0.1,41676.44527,31841.0,0.894,18.4
595,Iceland,1970-01-01 00:00:00.000002011,27.0,82.1,51.0,0,8.13,0,0.1,46.217,31914.0,0.894,18.6
596,Iceland,1970-01-01 00:00:00.000002012,37.0,82.5,5.0,0,7.81,0,0.1,44333.8518,32716.0,0.901,18.7
597,Iceland,1970-01-01 00:00:00.000002013,49.0,82.4,5.0,0,7.31,0,0.1,4781.3888,323764.0,0.907,19.0
598,Iceland,1970-01-01 00:00:00.000002014,44.0,82.5,49.0,0,7.45,0,0.1,52473.11356,327386.0,0.915,19.0
599,Iceland,1970-01-01 00:00:00.000002015,40.0,82.7,49.0,0,7.45,0,0.1,5734.4436,33815.0,0.919,19.0
600,Iraq,1970-01-01 00:00:00.000002008,3.0,69.3,167.0,32,0.17,38,0.1,4521.3247,29111417.0,0.638,10.3
601,Ireland,1970-01-01 00:00:00.000002000,463.0,76.4,94.0,0,14.07,0,0.1,26241.91883,385174.0,0.848,16.2
602,Ireland,1970-01-01 00:00:00.000002001,488.0,77.0,89.0,0,14.27,0,0.1,28223.55528,3866243.0,0.857,16.4
603,Ireland,1970-01-01 00:00:00.000002002,449.0,77.4,88.0,0,14.17,0,0.1,32539.1937,3931947.0,0.862,16.5
604,Ireland,1970-01-01 00:00:00.000002003,454.0,78.0,82.0,0,13.24,0,0.1,4117.15532,3996521.0,0.87,16.8
605,Ireland,1970-01-01 00:00:00.000002004,464.0,78.3,82.0,0,13.32,0,0.1,47631.6377,47262.0,0.88,17.1
606,Ireland,1970-01-01 00:00:00.000002005,451.0,78.7,78.0,0,13.31,0,0.1,5886.82789,4159914.0,0.889,17.5
607,Ireland,1970-01-01 00:00:00.000002006,452.0,79.0,78.0,0,13.44,0,0.1,54326.9713,4273591.0,0.896,17.6
608,Ireland,1970-01-01 00:00:00.000002007,458.0,79.5,75.0,0,13.59,0,0.1,61388.17457,4398942.0,0.902,17.6
609,Ireland,1970-01-01 00:00:00.000002008,506.0,79.8,75.0,0,12.66,0,0.1,61235.415,4489544.0,0.908,17.9
610,Ireland,1970-01-01 00:00:00.000002009,527.0,79.7,77.0,0,11.41,0,0.1,51983.78892,4535375.0,0.909,17.9
611,Ireland,1970-01-01 00:00:00.000002010,486.0,86.0,68.0,0,11.88,0,0.1,48538.58776,456155.0,0.907,18.2
